RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31
102001,0,United States,Country,"",1533802.0,1372463.0,1379212.0,1406258.0,1544364.0,1641012.0,1712000.0,1765918.0,1795199.0,1786671.0,1733277.0,1734504.0,1616240.0,1442703.0,1470479.0,1470813.0,1582681.0,1670327.0,1748254.0,1797926.0,1803977.0,1779537.0,1741021.0,1713943.0,1559394.0,1392926.0,1403410.0,1409236.0,1469846.0,1365809.0,1473845.0,1467782.0,1440495.0,1385572.0,1332871.0,1328838.0,1163756.0,1019835.0,1059333.0
394913,1,"New York, NY",Msa,NY,74836.0,65885.0,65653.0,73487.0,79409.0,86394.0,91531.0,93057.0,92781.0,90108.0,89423.0,90475.0,83412.0,73771.0,74823.0,76707.0,84709.0,92177.0,97267.0,98832.0,97134.0,92920.0,93698.0,91200.0,82483.0,72762.0,72282.0,75547.0,79764.0,65234.0,70110.0,78575.0,84264.0,82987.0,84009.0,82610.0,73791.0,64939.0,63891.0
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,22391.0,18285.0,19814.0,21856.0,24152.0,25576.0,27763.0,28955.0,30705.0,30999.0,30577.0,31360.0,29418.0,25260.0,26440.0,26907.0,29160.0,30312.0,31969.0,31939.0,32391.0,31476.0,30308.0,29447.0,25371.0,20643.0,21151.0,22204.0,22270.0,20187.0,23468.0,25276.0,26358.0,26419.0,26438.0,26285.0,23218.0,19499.0,19748.0
394463,3,"Chicago, IL",Msa,IL,47711.0,40351.0,40138.0,42746.0,51220.0,53709.0,56214.0,58257.0,59362.0,59119.0,57760.0,57150.0,51011.0,43471.0,43217.0,45760.0,52489.0,58059.0,60315.0,61924.0,62099.0,61832.0,61038.0,59048.0,52158.0,44732.0,44842.0,48113.0,50281.0,44617.0,49279.0,51907.0,52229.0,51297.0,49407.0,48739.0,41987.0,35176.0,35034.0
394514,4,"Dallas-Fort Worth, TX",Msa,TX,26705.0,23296.0,22856.0,23466.0,26728.0,30074.0,31840.0,33978.0,35962.0,35346.0,34127.0,33380.0,31654.0,28238.0,28950.0,29614.0,32885.0,34830.0,36921.0,40113.0,41011.0,40075.0,38394.0,37612.0,34848.0,31186.0,30998.0,32144.0,33252.0,31380.0,35059.0,34971.0,34032.0,31525.0,28750.0,30876.0,27066.0,23330.0,24120.0
394974,5,"Philadelphia, PA",Msa,PA,29773.0,24924.0,24308.0,25443.0,27976.0,31137.0,32347.0,31462.0,30287.0,29806.0,29246.0,29917.0,28232.0,24757.0,24972.0,24955.0,27876.0,30157.0,30680.0,30967.0,31490.0,29078.0,28720.0,28595.0,25495.0,22222.0,21836.0,22096.0,22310.0,18261.0,21044.0,22839.0,22429.0,21525.0,20785.0,20871.0,18264.0,15508.0,16028.0
394692,6,"Houston, TX",Msa,TX,35414.0,32475.0,33074.0,32844.0,37417.0,39379.0,41497.0,42566.0,43381.0,42835.0,40306.0,40232.0,38089.0,35274.0,37147.0,37152.0,40115.0,41973.0,43560.0,46884.0,47581.0,46724.0,44289.0,43494.0,40991.0,38369.0,39532.0,40387.0,41687.0,39864.0,42488.0,41070.0,39857.0,37289.0,35099.0,35134.0,31196.0,28705.0,30559.0
395209,7,"Washington, DC",Msa,DC,25278.0,21359.0,20097.0,21443.0,26110.0,30202.0,30311.0,26648.0,26487.0,25761.0,25507.0,26021.0,23188.0,18600.0,17699.0,18187.0,22061.0,24775.0,26472.0,26363.0,25443.0,23874.0,24343.0,24099.0,20672.0,16670.0,17026.0,17807.0,20259.0,18507.0,19711.0,19249.0,19457.0,18674.0,19067.0,19577.0,16662.0,13632.0,14097.0
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,59762.0,59199.0,63684.0,64624.0,68470.0,67547.0,66023.0,63837.0,63327.0,62717.0,62178.0,64875.0,64713.0,63651.0,69298.0,70604.0,72260.0,70866.0,69483.0,67511.0,66198.0,64202.0,62795.0,64494.0,63156.0,61657.0,65285.0,65469.0,64722.0,59031.0,61723.0,62608.0,60901.0,59378.0,59392.0,60011.0,56659.0,54980.0,""
394347,9,"Atlanta, GA",Msa,GA,35206.0,30939.0,31654.0,31509.0,34579.0,36222.0,36842.0,39566.0,41126.0,40389.0,38889.0,39545.0,36764.0,33550.0,35275.0,39245.0,39134.0,40805.0,42480.0,44641.0,45335.0,45065.0,44389.0,44466.0,40827.0,37625.0,38992.0,38719.0,40912.0,40051.0,42975.0,41634.0,39996.0,37863.0,35010.0,35318.0,31024.0,27276.0,27151.0
394404,10,"Boston, MA",Msa,MA,12744.0,9714.0,9114.0,9647.0,11429.0,14021.0,16547.0,17065.0,16642.0,16163.0,17409.0,17813.0,15293.0,11826.0,11601.0,11679.0,14106.0,16105.0,18551.0,18668.0,17020.0,15664.0,17059.0,17003.0,14093.0,10398.0,9789.0,10752.0,12035.0,10409.0,13084.0,14964.0,14496.0,13951.0,14504.0,13817.0,11242.0,8520.0,8053.0
395057,11,"San Francisco, CA",Msa,CA,5683.0,3642.0,4036.0,5156.0,6569.0,7268.0,8219.0,8238.0,8110.0,8215.0,9081.0,9433.0,7876.0,5620.0,5695.0,6651.0,7962.0,8803.0,9688.0,9565.0,9307.0,8693.0,9538.0,9352.0,7188.0,4757.0,4778.0,6068.0,6380.0,5447.0,7686.0,8753.0,9315.0,9523.0,10029.0,10595.0,8494.0,6322.0,6358.0
394532,12,"Detroit, MI",Msa,MI,16957.0,14473.0,14105.0,13420.0,15197.0,16931.0,18538.0,19999.0,21284.0,22314.0,21804.0,21844.0,19851.0,17301.0,17155.0,16148.0,17380.0,18797.0,20716.0,22384.0,23602.0,24264.0,24012.0,23565.0,20858.0,18124.0,17689.0,17051.0,16779.0,13233.0,18417.0,18775.0,18525.0,18228.0,17125.0,16829.0,14146.0,11847.0,11798.0
395025,13,"Riverside, CA",Msa,CA,18335.0,16699.0,17624.0,18670.0,19631.0,20202.0,21125.0,21552.0,22176.0,22089.0,21829.0,22378.0,21704.0,19790.0,20715.0,20423.0,21512.0,21753.0,21630.0,21676.0,21740.0,21566.0,20828.0,20962.0,19326.0,17215.0,17749.0,17439.0,17078.0,15622.0,16681.0,15806.0,14670.0,14126.0,13773.0,14124.0,12308.0,10545.0,10699.0
394976,14,"Phoenix, AZ",Msa,AZ,26594.0,24309.0,26177.0,27256.0,29096.0,29268.0,28471.0,27285.0,25605.0,25457.0,25109.0,26282.0,26000.0,24189.0,27256.0,28211.0,30330.0,30356.0,29671.0,28101.0,25731.0,24688.0,23705.0,24500.0,23087.0,20835.0,22335.0,22663.0,24094.0,23028.0,23453.0,22120.0,20916.0,20599.0,21098.0,22439.0,19981.0,17210.0,17371.0
395078,15,"Seattle, WA",Msa,WA,9578.0,6879.0,6788.0,6738.0,8691.0,9915.0,12620.0,13683.0,14294.0,14919.0,15477.0,14995.0,12839.0,9737.0,9804.0,9044.0,11456.0,12323.0,15210.0,16028.0,15371.0,14681.0,14067.0,12740.0,9893.0,7024.0,6985.0,7572.0,9131.0,8938.0,10451.0,10961.0,11825.0,12555.0,12087.0,11811.0,9013.0,6732.0,7306.0
394865,16,"Minneapolis-St Paul, MN",Msa,MN,12351.0,9517.0,9124.0,10011.0,11944.0,13341.0,15455.0,16558.0,16647.0,16987.0,16520.0,15821.0,13399.0,10518.0,10008.0,10060.0,11626.0,13612.0,16093.0,17684.0,17464.0,17409.0,17216.0,16587.0,14042.0,11066.0,10412.0,11266.0,13347.0,12938.0,14591.0,14731.0,14781.0,14680.0,14381.0,14283.0,11184.0,8637.0,8756.0
395056,17,"San Diego, CA",Msa,CA,7117.0,5887.0,6450.0,6983.0,8071.0,8814.0,9388.0,9733.0,10520.0,10721.0,10558.0,10688.0,10022.0,8646.0,9047.0,9014.0,9731.0,10038.0,10526.0,10686.0,10832.0,10551.0,9789.0,9541.0,8176.0,6748.0,7140.0,7255.0,7530.0,7049.0,7946.0,7887.0,8059.0,7808.0,7464.0,7660.0,6381.0,5263.0,5422.0
395121,18,"St. Louis, MO",Msa,MO,14189.0,12422.0,12223.0,12367.0,13866.0,14676.0,15375.0,15846.0,16080.0,16031.0,15364.0,15580.0,14125.0,12230.0,11704.0,11277.0,12925.0,13807.0,14372.0,14717.0,14683.0,14563.0,14575.0,14768.0,13492.0,11626.0,11291.0,11238.0,12358.0,11076.0,11617.0,11575.0,11624.0,11162.0,11282.0,11493.0,9837.0,8544.0,""
395148,19,"Tampa, FL",Msa,FL,19808.0,18621.0,20719.0,20713.0,22377.0,23162.0,22540.0,22314.0,21921.0,21583.0,21191.0,22082.0,21812.0,20801.0,23278.0,23338.0,23907.0,22889.0,22571.0,23091.0,22707.0,21885.0,21346.0,21880.0,20805.0,19160.0,20957.0,20873.0,21172.0,19464.0,20540.0,18978.0,17973.0,16991.0,16126.0,16056.0,14501.0,13359.0,14024.0
394358,20,"Baltimore, MD",Msa,MD,14363.0,12341.0,12020.0,12334.0,13840.0,15572.0,16042.0,15046.0,14836.0,14745.0,14295.0,14450.0,13567.0,11838.0,11444.0,11333.0,13216.0,14507.0,15162.0,15440.0,15194.0,14548.0,14596.0,14512.0,12826.0,10968.0,10692.0,10715.0,11406.0,10189.0,10942.0,10599.0,10235.0,9725.0,9760.0,9818.0,8211.0,6863.0,6926.0
394530,21,"Denver, CO",Msa,CO,12523.0,9330.0,10156.0,10734.0,12718.0,14577.0,16134.0,17614.0,17587.0,17831.0,17808.0,17632.0,15631.0,12319.0,13122.0,13356.0,15106.0,16945.0,19462.0,20497.0,20002.0,20013.0,19291.0,18201.0,14849.0,11437.0,11760.0,11941.0,14227.0,13237.0,17472.0,17256.0,16775.0,16020.0,14548.0,14380.0,10889.0,8218.0,8204.0
394982,22,"Pittsburgh, PA",Msa,PA,11665.0,10341.0,10148.0,10025.0,10812.0,11448.0,11872.0,12382.0,12362.0,12090.0,11502.0,11566.0,10605.0,9368.0,9375.0,9129.0,9851.0,10378.0,10792.0,11051.0,10617.0,10571.0,10636.0,10614.0,9673.0,8566.0,8750.0,8555.0,8196.0,6770.0,8879.0,9294.0,9006.0,8642.0,8729.0,8173.0,7035.0,5868.0,6075.0
394998,23,"Portland, OR",Msa,OR,8839.0,7042.0,7115.0,6848.0,7942.0,9434.0,10650.0,11687.0,12243.0,12445.0,12324.0,11863.0,10514.0,8831.0,8942.0,8562.0,9755.0,10654.0,12158.0,12750.0,12922.0,12774.0,12320.0,11418.0,9813.0,7936.0,8025.0,8013.0,9296.0,9112.0,10303.0,10199.0,10453.0,10195.0,9147.0,9357.0,7416.0,5867.0,6290.0
394458,24,"Charlotte, NC",Msa,NC,9737.0,8444.0,8728.0,9246.0,11080.0,11137.0,11698.0,12084.0,12284.0,12238.0,11323.0,11564.0,10688.0,9225.0,9960.0,10185.0,12105.0,11994.0,12923.0,13368.0,13695.0,13229.0,12958.0,13196.0,11379.0,9780.0,10529.0,10179.0,11209.0,10423.0,11288.0,10175.0,9749.0,9344.0,8920.0,9449.0,8065.0,6875.0,7632.0
395045,25,"Sacramento, CA",Msa,CA,6626.0,5281.0,5327.0,5588.0,6584.0,7366.0,8415.0,8881.0,9070.0,9570.0,9248.0,9147.0,8083.0,6591.0,6513.0,6335.0,6895.0,7813.0,8764.0,9175.0,9376.0,9532.0,9051.0,8512.0,7208.0,5692.0,5841.0,6173.0,6558.0,6440.0,7475.0,7530.0,7123.0,6805.0,6598.0,6772.0,5426.0,4235.0,3959.0
395055,26,"San Antonio, TX",Msa,TX,12884.0,11423.0,11681.0,12449.0,13582.0,14339.0,14705.0,15032.0,15461.0,15474.0,14348.0,14236.0,13980.0,12939.0,13441.0,13697.0,15149.0,15819.0,16360.0,17685.0,18168.0,17804.0,17176.0,17141.0,16102.0,15284.0,15449.0,15804.0,16375.0,15592.0,16693.0,16412.0,15543.0,14771.0,13945.0,13991.0,12309.0,11255.0,""
394943,27,"Orlando, FL",Msa,FL,13437.0,12417.0,13541.0,13469.0,14345.0,14995.0,14992.0,14888.0,15091.0,15240.0,15043.0,15448.0,14869.0,14043.0,15160.0,15260.0,15910.0,15722.0,15803.0,16473.0,16253.0,15574.0,15126.0,15610.0,14663.0,13577.0,14254.0,14262.0,14433.0,13445.0,14759.0,14761.0,14506.0,14122.0,13652.0,14317.0,12888.0,11959.0,""
394466,28,"Cincinnati, OH",Msa,OH,9023.0,7886.0,7788.0,7844.0,8538.0,9044.0,10024.0,10101.0,10637.0,10721.0,10349.0,10435.0,9639.0,8266.0,8291.0,8076.0,8646.0,9235.0,9626.0,10050.0,10083.0,10011.0,9880.0,9642.0,8653.0,7361.0,7557.0,7192.0,7515.0,7199.0,7839.0,7770.0,7666.0,7506.0,7242.0,7214.0,6282.0,5463.0,5872.0
394475,29,"Cleveland, OH",Msa,OH,13204.0,11563.0,11397.0,11278.0,12546.0,13593.0,14297.0,14763.0,15260.0,14866.0,14387.0,14091.0,12930.0,11335.0,10916.0,11065.0,12283.0,13157.0,14162.0,14703.0,14930.0,14759.0,14339.0,14004.0,12561.0,11121.0,10296.0,10018.0,10707.0,9500.0,10038.0,10490.0,10615.0,10644.0,10390.0,9875.0,8681.0,7307.0,7227.0
394735,30,"Kansas City, MO",Msa,MO,10123.0,8999.0,8674.0,8769.0,10185.0,11098.0,12165.0,13263.0,12555.0,12633.0,12110.0,10696.0,9829.0,8603.0,8717.0,8460.0,9312.0,10239.0,10505.0,10613.0,10844.0,10728.0,10477.0,10490.0,9375.0,7918.0,7771.0,7727.0,8156.0,7730.0,8356.0,8069.0,7915.0,7588.0,7322.0,7859.0,6600.0,5679.0,5779.0
394775,31,"Las Vegas, NV",Msa,NV,12554.0,11327.0,11470.0,12051.0,12947.0,13148.0,9788.0,9972.0,13348.0,11129.0,11906.0,12216.0,12084.0,11426.0,12685.0,12993.0,14026.0,14152.0,14798.0,14956.0,14859.0,14670.0,14216.0,13981.0,12757.0,11359.0,11426.0,10894.0,11282.0,11109.0,12165.0,12148.0,12003.0,12220.0,12180.0,12314.0,11047.0,9957.0,9271.0
394492,32,"Columbus, OH",Msa,OH,6008.0,5025.0,4903.0,4767.0,5545.0,6126.0,7042.0,7432.0,7748.0,7910.0,7407.0,7519.0,6648.0,5439.0,5438.0,5114.0,5801.0,6154.0,7058.0,7367.0,7552.0,7660.0,7426.0,7435.0,6531.0,5441.0,5477.0,5103.0,5510.0,5345.0,5709.0,5695.0,5841.0,5656.0,5492.0,6107.0,5006.0,4156.0,4381.0
394705,33,"Indianapolis, IN",Msa,IN,8152.0,6909.0,6746.0,6780.0,7914.0,7911.0,7737.0,8452.0,8750.0,9029.0,8740.0,8996.0,8216.0,7039.0,6964.0,6666.0,7355.0,7790.0,8461.0,9002.0,9274.0,9474.0,9400.0,9370.0,8383.0,7301.0,7300.0,6956.0,7213.0,6671.0,7218.0,6996.0,6869.0,6769.0,6963.0,7519.0,6508.0,5485.0,5647.0
395059,34,"San Jose, CA",Msa,CA,1606.0,1072.0,1224.0,1652.0,2178.0,2437.0,2909.0,2891.0,3051.0,3135.0,3304.0,3380.0,2850.0,1999.0,2093.0,2528.0,2965.0,3347.0,3810.0,3792.0,3719.0,3482.0,3420.0,3270.0,2409.0,1599.0,1677.0,2094.0,2241.0,2123.0,2833.0,3014.0,3132.0,3144.0,3254.0,3431.0,2741.0,2109.0,2235.0
394355,35,"Austin, TX",Msa,TX,9133.0,7547.0,7606.0,7984.0,9319.0,10669.0,11456.0,11765.0,11961.0,11703.0,10773.0,10829.0,10143.0,8936.0,8963.0,8979.0,10030.0,10786.0,11267.0,12320.0,12423.0,12121.0,11724.0,11339.0,10056.0,8615.0,9053.0,8990.0,9901.0,9974.0,11250.0,10711.0,10502.0,9548.0,8903.0,8923.0,7389.0,6408.0,""
395194,36,"Virginia Beach, VA",Msa,VA,12598.0,11683.0,11292.0,11453.0,12624.0,13327.0,13807.0,14190.0,13853.0,13521.0,12744.0,12732.0,12003.0,10889.0,11146.0,11155.0,12053.0,12833.0,13239.0,13250.0,13112.0,12657.0,12009.0,11603.0,10622.0,9603.0,9623.0,9823.0,10580.0,10072.0,10288.0,9904.0,9585.0,9157.0,8817.0,8671.0,8017.0,7001.0,6895.0
394902,37,"Nashville, TN",Msa,TN,9394.0,8421.0,8313.0,8498.0,9597.0,10374.0,11021.0,11793.0,11969.0,12222.0,12080.0,12201.0,11714.0,10691.0,10850.0,10744.0,11501.0,12220.0,12934.0,13516.0,14011.0,13465.0,13451.0,13779.0,12434.0,11272.0,11215.0,11147.0,11767.0,11612.0,12744.0,12863.0,12619.0,11973.0,11142.0,11086.0,9829.0,8473.0,8822.0
395005,38,"Providence, RI",Msa,RI,6852.0,5789.0,5254.0,5284.0,5737.0,6632.0,7466.0,7990.0,8240.0,8337.0,8289.0,8357.0,7453.0,6336.0,5971.0,5894.0,6356.0,7036.0,7740.0,7861.0,7686.0,7724.0,7801.0,7659.0,6726.0,5819.0,5564.0,5447.0,5686.0,5175.0,5665.0,5828.0,5881.0,5650.0,5549.0,5460.0,4776.0,3952.0,3796.0
394862,39,"Milwaukee, WI",Msa,WI,4346.0,3612.0,3396.0,3476.0,3995.0,4513.0,5025.0,4812.0,4964.0,4976.0,4769.0,4868.0,4327.0,3658.0,3441.0,3376.0,3710.0,3963.0,4474.0,4708.0,4764.0,4742.0,4685.0,4560.0,3937.0,3379.0,3045.0,3316.0,3758.0,3649.0,3900.0,4248.0,4510.0,4701.0,4741.0,4739.0,4166.0,3412.0,3176.0
394714,40,"Jacksonville, FL",Msa,FL,10205.0,9492.0,9967.0,10968.0,11942.0,12363.0,12598.0,12823.0,13104.0,12936.0,12426.0,12418.0,12041.0,10934.0,11727.0,12186.0,13007.0,13948.0,13629.0,13866.0,13557.0,13052.0,12504.0,12853.0,11965.0,11248.0,11670.0,12149.0,12668.0,11733.0,12147.0,11357.0,10714.0,10039.0,9173.0,9245.0,8407.0,7634.0,7591.0
394849,41,"Memphis, TN",Msa,TN,6142.0,5621.0,5545.0,5643.0,5956.0,6209.0,6604.0,6853.0,7068.0,7107.0,6740.0,6650.0,6288.0,6049.0,6073.0,6103.0,6475.0,6296.0,6352.0,6467.0,6486.0,6427.0,6267.0,6217.0,5766.0,5303.0,5349.0,5107.0,5247.0,5051.0,5215.0,4834.0,4725.0,4476.0,4294.0,4219.0,3875.0,3388.0,3346.0
394935,42,"Oklahoma City, OK",Msa,OK,9427.0,8732.0,8999.0,8605.0,9329.0,9686.0,9891.0,10009.0,10100.0,9742.0,9310.0,9142.0,8752.0,7922.0,7821.0,7448.0,7870.0,8481.0,8369.0,8931.0,9142.0,9041.0,8516.0,8372.0,7733.0,7079.0,7319.0,7065.0,7356.0,7192.0,7824.0,7422.0,7237.0,6923.0,6484.0,6431.0,5587.0,4938.0,5141.0
394807,43,"Louisville-Jefferson County, KY",Msa,KY,4977.0,4263.0,4239.0,4412.0,4817.0,4946.0,5362.0,5849.0,6061.0,6032.0,5951.0,6119.0,5748.0,5051.0,5097.0,4841.0,5328.0,5491.0,5718.0,5975.0,6087.0,6025.0,6134.0,6164.0,5526.0,4724.0,4895.0,4630.0,4691.0,4446.0,4694.0,4467.0,4402.0,4179.0,4195.0,4516.0,3973.0,3521.0,3598.0
394669,44,"Hartford, CT",Msa,CT,6584.0,5742.0,5318.0,4751.0,5437.0,6590.0,6758.0,7372.0,7051.0,6901.0,6871.0,6845.0,6150.0,5213.0,4985.0,4970.0,5535.0,6096.0,6707.0,6774.0,6760.0,6711.0,6626.0,6444.0,5731.0,4890.0,4729.0,4699.0,4941.0,4302.0,4782.0,4944.0,4872.0,4665.0,4871.0,4827.0,4027.0,3334.0,3060.0
